,Temperature,DewPoint,Humidity,Wind,Pressure,SolarPV,Month,DayOfYear,WeekOfYear,Temp_Hum,Temp_Div_Hum,Wind_Press,Temperature_Sq,SolarPV_Sq,Wind_Sq,DewPoint_Sq
Temperature,185.52155668290038,56.09612740124459,-98.85740036525974,3.7548846726190477,-1.4975655945616837,3.0194621655921594,11.504932359307363,334.014494047619,44.73725074404756,-2817.5401269446693,20.827106329872215,94.93041947037338,28991.627625546207,208.4205010231313,79.68132853760827,4237.719979345909
DewPoint,56.09612740124459,75.63616139069265,17.150434253246747,7.434527529761903,-0.33820025027056155,-5.247871636141968,18.343293425324678,552.4229910714287,78.73169642857142,2828.8130041260815,-2.441102872299142,213.15697862554111,8991.515766935538,-206.15116733195487,145.24547270698054,5507.217740597942
Humidity,-98.85740036525974,17.150434253246747,95.04619832251083,2.5651078869047605,0.8949504870129843,-7.644726577920651,6.470115665584416,204.14487351190476,31.854970238095234,4659.821651176945,-17.583370463817797,83.23599850514054,-15168.243348812914,-390.02318904430444,46.60287274756502,1130.4531914096328
Wind,3.7548846726190477,7.434527529761903,2.5651078869047605,5.579196428571429,0.017215401785714287,2.4497497343074777,2.143377976190476,64.82127976190475,9.743043154761908,304.61416964285695,-0.5887423504787215,162.93550930059513,637.1554047619045,151.86424357354926,112.08478794642858,543.2051417410714
Pressure,-1.4975655945616837,-0.33820025027056155,0.8949504870129843,0.017215401785714287,0.019712459415584298,0.055136314648586544,-0.052548701298701025,-1.5743080357142798,-0.22108258928571314,28.241749771712595,-0.17677443921205208,0.6976172686688296,-230.01614892704862,2.197082204948129,0.27725005749458853,-26.506103277191478
SolarPV,3.0194621655921594,-5.247871636141968,-7.644726577920651,2.4497497343074777,0.055136314648586544,56.2046990466564,1.340322514828748,43.259709040665,4.609259120929243,-561.3566345932669,1.3207789376547476,72.17424059512453,453.75868009420725,2781.9522255910656,46.9747816888891,-481.9531802501299
Month,11.504932359307363,18.343293425324678,6.470115665584416,2.143377976190476,-0.052548701298701025,1.340322514828748,10.805100108225105,329.49285714285713,46.214434523809516,820.3660281385273,-0.793194390245987,62.126883860930775,1747.018386498918,61.16093315146341,41.77581899350649,1326.7815934117966
DayOfYear,334.014494047619,552.4229910714287,204.14487351190476,64.82127976190475,-1.5743080357142798,43.259709040665,329.49285714285713,10124.490029761906,1418.484970238097,25104.315591517854,-26.076317491292684,1878.8326629464286,50636.62786569941,1937.4629393648192,1264.0064077380944,39917.789529761896
WeekOfYear,44.73725074404756,78.73169642857142,31.854970238095234,9.743043154761908,-0.22108258928571314,4.609259120929243,46.214434523809516,1418.484970238097,205.71607142857138,3694.738197544643,-4.085992698625724,282.5412328869047,6778.715372581846,204.1930455958232,191.8499933035714,5680.069563988095
Temp_Hum,-2817.5401269446693,2828.8130041260815,4659.821651176945,304.61416964285695,28.241749771712595,-561.3566345932669,820.3660281385273,25104.315591517854,3694.738197544643,290188.46435260575,-863.0936540842931,9134.690763347202,-431999.6460354767,-27107.393246463558,5736.381640134606,203805.67069487963
Temp_Div_Hum,20.827106329872215,-2.441102872299142,-17.583370463817797,-0.5887423504787215,-0.17677443921205208,1.3207789376547476,-0.793194390245987,-26.076317491292684,-4.085992698625724,-863.0936540842931,3.8698804794609907,-18.795504912807285,3251.1711927878096,65.81386075632433,-9.812701037623079,-159.19318637627424
Wind_Press,94.93041947037338,213.15697862554111,83.23599850514054,162.93550930059513,0.6976172686688296,72.17424059512453,62.126883860930775,1878.8326629464286,282.5412328869047,9134.690763347202,-18.795504912807285,4760.436779941829,16337.600244429628,4459.335748774791,3273.203172749594,15556.352055825215
Temperature_Sq,28991.627625546207,8991.515766935538,-15168.243348812914,637.1554047619045,-230.01614892704862,453.75868009420725,1747.018386498918,50636.62786569941,6778.715372581846,-431999.6460354767,3251.1711927878096,16337.600244429628,4558524.717505314,31638.942371507503,13486.658920091317,678945.4007850165
SolarPV_Sq,208.4205010231313,-206.15116733195487,-390.02318904430444,151.86424357354926,2.197082204948129,2781.9522255910656,61.16093315146341,1937.4629393648192,204.1930455958232,-27107.393246463558,65.81386075632433,4459.335748774791,31638.942371507503,139956.64343093292,2936.1518451059715,-20274.261524783637
Wind_Sq,79.68132853760827,145.24547270698054,46.60287274756502,112.08478794642858,0.27725005749458853,46.9747816888891,41.77581899350649,1264.0064077380944,191.8499933035714,5736.381640134606,-9.812701037623079,3273.203172749594,13486.658920091317,2936.1518451059715,2298.8001964853893,10598.995286634876
DewPoint_Sq,4237.719979345909,5507.217740597942,1130.4531914096328,543.2051417410714,-26.506103277191478,-481.9531802501299,1326.7815934117966,39917.789529761896,5680.069563988095,203805.67069487963,-159.19318637627424,15556.352055825215,678945.4007850165,-20274.261524783637,10598.995286634876,407268.82647551
